identifiers,date,page
"Oral History , Accession Number: 2015.287.1 , RG Number: RG-50.030.0820",interview: 2015 July 15,https://collections.ushmm.org/search/catalog/irn610023
"Oral History , Accession Number: 1992.A.0125.96 , RG Number: RG-50.233.0096",interview: 1992 June 05,https://collections.ushmm.org/search/catalog/irn509179
"Oral History , Accession Number: 2004.527 , RG Number: RG-50.549.02.0080",interview: 2004 October 08,https://collections.ushmm.org/search/catalog/irn515834
"Oral History , Accession Number: 1994.A.0438 , RG Number: RG-50.106.0010",interview: 1994 December 05,https://collections.ushmm.org/search/catalog/irn504432
"Oral History , Accession Number: 2016.101.1 , RG Number: RG-50.106.0257",interview: 2016 May 20,https://collections.ushmm.org/search/catalog/irn539338
"Oral History , Accession Number: 1995.A.1257.3 , RG Number: RG-50.322.0003",interview: 1978 September 13,https://collections.ushmm.org/search/catalog/irn510455
"Oral History , Accession Number: 1995.A.0787 , RG Number: RG-50.235.0001",interview: 1995 January 24,https://collections.ushmm.org/search/catalog/irn511171
"Oral History , Accession Number: 2001.137.12 , RG Number: RG-50.010.0012",interview: 1979 August 20,https://collections.ushmm.org/search/catalog/irn508881
"Oral History , RG Number: RG-50.999.0590",interview: 2017 April 05,https://collections.ushmm.org/search/catalog/irn598703
"Oral History , RG Number: RG-50.999.0598",interview: 2017 May 04,https://collections.ushmm.org/search/catalog/irn598711
"Oral History , RG Number: RG-50.999.0527",interview: 2015 July 08,https://collections.ushmm.org/search/catalog/irn598640
"Oral History , Accession Number: 1992.A.0125.77 , RG Number: RG-50.233.0077",interview: 1992 April 10,https://collections.ushmm.org/search/catalog/irn509160
"Oral History , Accession Number: 2014.57.1 , RG Number: RG-50.030.0750",interview: 2014 May 16,https://collections.ushmm.org/search/catalog/irn82915
"Oral History , Accession Number: 1999.A.0122.23 , RG Number: RG-50.477.0023",interview: 1989 February 08,https://collections.ushmm.org/search/catalog/irn507694
"Film , Accession Number: 1996.166 , RG Number: RG-60.5011 , Film ID: 3197, 3198, 3199, 3200, 3201, 3202, 3203, 3204, 3205.1, 3205.2",Event: September 1979Production: 1985,https://collections.ushmm.org/search/catalog/irn1003920
"Oral History , Accession Number: 1990.403.1 , RG Number: RG-50.030.0011",interview: 1990 June 08,https://collections.ushmm.org/search/catalog/irn504454
"Oral History , Accession Number: 1992.A.0129.31 , RG Number: RG-50.029.0031",interview: 1993 February 06,https://collections.ushmm.org/search/catalog/irn511640
"Oral History , RG Number: RG-50.030.0365",interview: 1996 May 16,https://collections.ushmm.org/search/catalog/irn504858
"Oral History , Accession Number: 2016.228.1 , RG Number: RG-50.938.0001",interview: 1998 March 20,https://collections.ushmm.org/search/catalog/irn546128
"Oral History , Accession Number: 1995.A.1286.14 , RG Number: RG-50.405.0014",interview: 1990 May 14,https://collections.ushmm.org/search/catalog/irn511659
"Oral History , Accession Number: 1992.A.0128.74 , RG Number: RG-50.165.0074",interview: 1990 January 05,https://collections.ushmm.org/search/catalog/irn511298
"Oral History , Accession Number: 1992.A.0128.62 , RG Number: RG-50.165.0062",interview: 1990 June 12,https://collections.ushmm.org/search/catalog/irn511287
"Oral History , Accession Number: 1993.A.0094.29 , RG Number: RG-50.150.0029",interview: 1977 December 08,https://collections.ushmm.org/search/catalog/irn510632
"Oral History , RG Number: RG-50.999.0577",interview: 2016 July 21,https://collections.ushmm.org/search/catalog/irn598690
"Oral History , RG Number: RG-50.999.0518",interview: 2015 June 04,https://collections.ushmm.org/search/catalog/irn598631
"Oral History , Accession Number: 2022.9.10 , RG Number: RG-90.217.0010",Unknown,https://collections.ushmm.org/search/catalog/irn734851
"Oral History , RG Number: RG-50.999.0656",interview: 2018 June 14,https://collections.ushmm.org/search/catalog/irn706920
"Oral History , Accession Number: 1992.A.0126.37 , RG Number: RG-50.156.0037",interview: 1983 April 03,https://collections.ushmm.org/search/catalog/irn510691
"Oral History , Accession Number: 1999.A.0122.944 , RG Number: RG-50.477.0944",interview: 1990 October 24,https://collections.ushmm.org/search/catalog/irn516993
"Oral History , Accession Number: 1999.A.0122.796 , RG Number: RG-50.477.0796",interview: 1996 January 04,https://collections.ushmm.org/search/catalog/irn515771
"Oral History , Accession Number: 1999.A.0122.737 , RG Number: RG-50.477.0737",interview: 1990 April 01,https://collections.ushmm.org/search/catalog/irn515433
"Oral History , RG Number: RG-50.404.0001",Unknown,https://collections.ushmm.org/search/catalog/irn520431
"Oral History , Accession Number: 1995.A.1286.8 , RG Number: RG-50.405.0008",interview: 1990 December 20,https://collections.ushmm.org/search/catalog/irn511653
"Oral History , Accession Number: 1992.A.0128.66 , RG Number: RG-50.165.0066",interview: 1989 July 03,https://collections.ushmm.org/search/catalog/irn511291
"Oral History , RG Number: RG-50.999.0669",interview: 2018 July 27,https://collections.ushmm.org/search/catalog/irn706933
"Oral History , RG Number: RG-50.999.0651",interview: 2018 May 30,https://collections.ushmm.org/search/catalog/irn706915
"Oral History , Accession Number: 1999.A.0122.872 , RG Number: RG-50.477.0872",interview: 1991 March 10interview: 1991 April 28,https://collections.ushmm.org/search/catalog/irn515942
"Oral History , Accession Number: 1999.A.0122.803 , RG Number: RG-50.477.0803",interview: 1991 February 28,https://collections.ushmm.org/search/catalog/irn515835
"Oral History , Accession Number: 1999.A.0122.689 , RG Number: RG-50.477.0689",interview: 1992 October 13,https://collections.ushmm.org/search/catalog/irn515217
"Oral History , Accession Number: 1999.A.0122.423 , RG Number: RG-50.477.0423",interview: 1993 November 17,https://collections.ushmm.org/search/catalog/irn511739
"Oral History , Accession Number: 1999.A.0122.390 , RG Number: RG-50.477.0390",interview: 1991 October 28,https://collections.ushmm.org/search/catalog/irn511703
"Oral History , Accession Number: 1999.A.0122.1296 , RG Number: RG-50.477.1296",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47546
"Oral History , Accession Number: 1999.A.0122.1232 , RG Number: RG-50.477.1232",interview: 1985 March 11,https://collections.ushmm.org/search/catalog/irn45967
"Oral History , RG Number: RG-50.030.0355",interview: 1995 November 08,https://collections.ushmm.org/search/catalog/irn504848
"Oral History , RG Number: RG-50.030.0018",interview: 1994 July 05,https://collections.ushmm.org/search/catalog/irn504531
"Oral History , RG Number: RG-50.030.0317",interview: 1995 April 10,https://collections.ushmm.org/search/catalog/irn504812
"Oral History , Accession Number: 1991.264.25 , RG Number: RG-50.234.0025",interview: 1981 November 26,https://collections.ushmm.org/search/catalog/irn513324
"Oral History , RG Number: RG-50.030.0366",interview: 1996 May 16,https://collections.ushmm.org/search/catalog/irn504859
"Oral History , Accession Number: 2004.215 , RG Number: RG-50.549.02.0079",interview: 2004 April 26,https://collections.ushmm.org/search/catalog/irn515008
"Oral History , Accession Number: 1997.A.0441.88 , RG Number: RG-50.462.0088",interview: 1981 October 17,https://collections.ushmm.org/search/catalog/irn508729
"Oral History , Accession Number: 1992.A.0128.12 , RG Number: RG-50.165.0012",interview: 1989 July 21,https://collections.ushmm.org/search/catalog/irn511234
"Oral History , Accession Number: 1992.A.0127.9 , RG Number: RG-50.154.0009",interview: 1987 May 11,https://collections.ushmm.org/search/catalog/irn510729
"Oral History , RG Number: RG-50.999.0508",interview: 2015 April 30,https://collections.ushmm.org/search/catalog/irn598621
"Oral History , RG Number: RG-50.999.0676",interview: 2019 March 20,https://collections.ushmm.org/search/catalog/irn713242
"Oral History , Accession Number: 1999.A.0122.963 , RG Number: RG-50.477.0963",interview: 1993 April 27,https://collections.ushmm.org/search/catalog/irn517011
"Oral History , Accession Number: 1993.A.0089.14 , RG Number: RG-50.155.0014",interview: approximately 1983 May 13publication/distribution: approximately,https://collections.ushmm.org/search/catalog/irn504411
"Oral History , Accession Number: 1999.A.0122.1320 , RG Number: RG-50.477.1320",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47593
"Oral History , RG Number: RG-50.030.0273",interview: 1995 August 21,https://collections.ushmm.org/search/catalog/irn504757
"Oral History , RG Number: RG-50.030.0226",interview: 1992 April 29,https://collections.ushmm.org/search/catalog/irn504716
"Oral History , Accession Number: 1999.A.0137.7 , RG Number: RG-50.549.05.0007",interview: 1999 August 22,https://collections.ushmm.org/search/catalog/irn508258
"Oral History , RG Number: RG-50.030.0334",interview: 1995 June 12,https://collections.ushmm.org/search/catalog/irn504828
"Oral History , Accession Number: 1995.A.1286.42 , RG Number: RG-50.405.0042",interview: 1990 December 04,https://collections.ushmm.org/search/catalog/irn511691
"Oral History , Accession Number: 1992.A.0128.130 , RG Number: RG-50.165.0130",interview: 1990 January 08,https://collections.ushmm.org/search/catalog/irn511347
"Oral History , Accession Number: 1989.228.5 , RG Number: RG-50.060.0005",interview: 1988 February 16,https://collections.ushmm.org/search/catalog/irn512489
"Oral History , Accession Number: 2010.367 , RG Number: RG-50.030.0604",interview: 2010 October 17,https://collections.ushmm.org/search/catalog/irn42217
"Oral History , Accession Number: 2008.365 , RG Number: RG-50.030.0550",interview: 2008 November 08,https://collections.ushmm.org/search/catalog/irn41500
"Oral History , RG Number: RG-50.999.0482",interview: 2014 July 03,https://collections.ushmm.org/search/catalog/irn598595
"Oral History , Accession Number: 2020.210.39 , RG Number: RG-90.121.0039",interview: 2013,https://collections.ushmm.org/search/catalog/irn716144
"Oral History , Accession Number: 1999.A.0122.1068 , RG Number: RG-50.477.1068",interview: 1989 August 01,https://collections.ushmm.org/search/catalog/irn518358
"Oral History , Accession Number: 1999.A.0122.630 , RG Number: RG-50.477.0630",interview: 1990 July 25interview: 1990 September 12,https://collections.ushmm.org/search/catalog/irn514585
"Oral History , Accession Number: 1999.A.0122.500 , RG Number: RG-50.477.0500",interview: 1990 December 12interview: 1990 December 13,https://collections.ushmm.org/search/catalog/irn512386
"Oral History , Accession Number: 1995.A.1263.5 , RG Number: RG-50.166.0005",interview: 1991 September 12,https://collections.ushmm.org/search/catalog/irn505516
"Oral History , Accession Number: 1999.A.0122.1327 , RG Number: RG-50.477.1327",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47600
"Oral History , Accession Number: 1999.A.0122.1252 , RG Number: RG-50.477.1252",interview: 1989 March 03,https://collections.ushmm.org/search/catalog/irn45989
"Oral History , Accession Number: 1999.A.0122.1256 , RG Number: RG-50.477.1256",interview: 1994 March 04,https://collections.ushmm.org/search/catalog/irn45993
"Oral History , Accession Number: 1999.A.0122.1201 , RG Number: RG-50.477.1201",interview: 1984 December 01,https://collections.ushmm.org/search/catalog/irn45934
"Oral History , Accession Number: 1999.A.0122.1205 , RG Number: RG-50.477.1205",interview: 1990 March 07,https://collections.ushmm.org/search/catalog/irn45938
"Oral History , Accession Number: 1999.A.0122.1225 , RG Number: RG-50.477.1225",interview: 1985 July 20,https://collections.ushmm.org/search/catalog/irn45958
"Oral History , Accession Number: 1992.A.0125.60 , RG Number: RG-50.233.0060",interview: 1992 April 24,https://collections.ushmm.org/search/catalog/irn509142
"Oral History , Accession Number: 1999.A.0283 , RG Number: RG-50.030.0404",interview: 1999 December 17,https://collections.ushmm.org/search/catalog/irn507293
"Oral History , Accession Number: 2008.63 , RG Number: RG-50.030.0526",interview: 2008 May 27,https://collections.ushmm.org/search/catalog/irn36918
"Oral History , Accession Number: 1999.A.0094 , RG Number: RG-50.106.0116",interview: 1999 May 11,https://collections.ushmm.org/search/catalog/irn506628
"Oral History , Accession Number: 1999.A.0284 , RG Number: RG-50.106.0128",interview: 1999 December 20,https://collections.ushmm.org/search/catalog/irn506639
"Oral History , Accession Number: 1997.A.0441.65 , RG Number: RG-50.462.0065",interview: 1998 November 17,https://collections.ushmm.org/search/catalog/irn508689
"Oral History , Accession Number: 1996.A.0459.3 , RG Number: RG-50.419.0003",interview: 1988 May 09,https://collections.ushmm.org/search/catalog/irn513444
"Oral History , Accession Number: 1992.A.0128.19 , RG Number: RG-50.165.0019",Unknown,https://collections.ushmm.org/search/catalog/irn511241
"Oral History , Accession Number: 1992.A.0126.13 , RG Number: RG-50.156.0013",interview: 1986 February 15,https://collections.ushmm.org/search/catalog/irn510667
"Oral History , Accession Number: 2008.367 , RG Number: RG-50.030.0558",interview: 2008 November 08,https://collections.ushmm.org/search/catalog/irn41508
"Oral History , Accession Number: 1992.A.0124.34 , RG Number: RG-50.028.0034",interview: 1991 February 05,https://collections.ushmm.org/search/catalog/irn508771
"Oral History , Accession Number: 2001.137.66 , RG Number: RG-50.010.0066",interview: 1980 May 10,https://collections.ushmm.org/search/catalog/irn508935
"Oral History , Accession Number: 2001.137.73 , RG Number: RG-50.010.0073",interview: 1979 June 29,https://collections.ushmm.org/search/catalog/irn508942
"Oral History , Accession Number: 1997.A.0444.1 , RG Number: RG-50.467.0001",interview: 1995 July 14,https://collections.ushmm.org/search/catalog/irn513184
"Oral History , Accession Number: 1997.A.0441.872 , RG Number: RG-50.462.0872",interview: 1997 July 24,https://collections.ushmm.org/search/catalog/irn566495
"Oral History , RG Number: RG-50.999.0709",interview: 2019 July 11,https://collections.ushmm.org/search/catalog/irn713275
"Oral History , Accession Number: 1992.A.0126.38 , RG Number: RG-50.156.0038",interview: 1987 January 08,https://collections.ushmm.org/search/catalog/irn510692
"Oral History , Accession Number: 1989.67.71 , RG Number: RG-50.012.0071",interview: 1988 February 22,https://collections.ushmm.org/search/catalog/irn506554
"Oral History , Accession Number: 1997.A.0384 , RG Number: RG-50.030.0384",interview: 1997 August 18,https://collections.ushmm.org/search/catalog/irn505915
"Oral History , Accession Number: 1999.A.0122.722 , RG Number: RG-50.477.0722",interview: 1996 February 05interview:,https://collections.ushmm.org/search/catalog/irn515412
"Oral History , Accession Number: 1999.A.0122.739 , RG Number: RG-50.477.0739",interview: 1991 April 18,https://collections.ushmm.org/search/catalog/irn515435
"Oral History , Accession Number: 1999.A.0122.491 , RG Number: RG-50.477.0491",interview: 1991 December 10interview: 1991 December 18,https://collections.ushmm.org/search/catalog/irn512377
"Oral History , Accession Number: 1999.A.0122.455 , RG Number: RG-50.477.0455",interview: 1989 February 12,https://collections.ushmm.org/search/catalog/irn512340
"Oral History , Accession Number: 1999.A.0122.554 , RG Number: RG-50.477.0554",interview: 1990 October 18interview: 1990 November 15interview: 1991 February 21interview: 1991 June 20,https://collections.ushmm.org/search/catalog/irn513061
"Oral History , Accession Number: 1994.A.0447.26 , RG Number: RG-50.042.0026",interview: 1992 February 11,https://collections.ushmm.org/search/catalog/irn505579
"Oral History , Accession Number: 1994.A.0447.1 , RG Number: RG-50.042.0001",interview: 1992 March 13,https://collections.ushmm.org/search/catalog/irn507376
"Oral History , Accession Number: 1992.A.0125.106 , RG Number: RG-50.233.0106",interview: 1992 July 12,https://collections.ushmm.org/search/catalog/irn509188
"Oral History , Accession Number: 2003.207 , RG Number: RG-50.549.02.0071",interview: 2003 July 26,https://collections.ushmm.org/search/catalog/irn514103
"Oral History , Accession Number: 2004.49 , RG Number: RG-50.549.02.0077",interview: 2004 February 13interview: 2004 February 17,https://collections.ushmm.org/search/catalog/irn514873
"Oral History , Accession Number: 2001.213.10 , RG Number: RG-50.969.0010",interview: 2001 February 07,https://collections.ushmm.org/search/catalog/irn558433
"Oral History , RG Number: RG-50.447.0008",interview: 1991 September 03,https://collections.ushmm.org/search/catalog/irn513733
"Oral History , Accession Number: 1992.A.0128.43 , RG Number: RG-50.165.0043",interview: 1989 August 27,https://collections.ushmm.org/search/catalog/irn511270
"Oral History , Accession Number: 1992.A.0127.32 , RG Number: RG-50.154.0032",interview: 1987 December 30,https://collections.ushmm.org/search/catalog/irn510741
"Oral History , Accession Number: 1991.A.0118.2 , RG Number: RG-50.050.0002",Unknown,https://collections.ushmm.org/search/catalog/irn512473
"Oral History , Accession Number: 2011.41 , RG Number: RG-50.030.0617",interview: 2011 February 16,https://collections.ushmm.org/search/catalog/irn42728
"Oral History , Accession Number: 1992.A.0124.15 , RG Number: RG-50.028.0015",interview: 1992 April 26,https://collections.ushmm.org/search/catalog/irn508753
"Oral History , RG Number: RG-50.999.0575",interview: 2016 July 14,https://collections.ushmm.org/search/catalog/irn598688
"Oral History , RG Number: RG-50.999.0587",interview: 2017 March 23,https://collections.ushmm.org/search/catalog/irn598700
"Oral History , RG Number: RG-50.999.0525",interview: 2015 July 01,https://collections.ushmm.org/search/catalog/irn598638
"Oral History , RG Number: RG-50.999.0439",interview: 2013 July 03,https://collections.ushmm.org/search/catalog/irn598552
"Oral History , RG Number: RG-50.999.0694",interview: 2019 May 22,https://collections.ushmm.org/search/catalog/irn713260
"Oral History , Accession Number: 2020.210.51 , RG Number: RG-90.121.0051",interview: 2012,https://collections.ushmm.org/search/catalog/irn716156
"Oral History , Accession Number: 1999.A.0122.1439 , RG Number: RG-50.477.1439",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47746
"Oral History , RG Number: RG-50.030.0034",interview: 1990 September 18,https://collections.ushmm.org/search/catalog/irn504459
"Oral History , Accession Number: 1990.384.1 , RG Number: RG-50.030.0208",interview: 1990 May 08,https://collections.ushmm.org/search/catalog/irn504700
"Oral History , Accession Number: 2015.477.1 , RG Number: RG-50.030.0856",interview: 2015 December 10,https://collections.ushmm.org/search/catalog/irn531220
"Oral History , RG Number: RG-50.030.0078",interview: 1991 September 30,https://collections.ushmm.org/search/catalog/irn504574
"Oral History , Accession Number: 1992.A.0124.57 , RG Number: RG-50.028.0057",interview: 1990 November 24,https://collections.ushmm.org/search/catalog/irn508795
"Oral History , RG Number: RG-50.999.0538",interview: 2015 August 13,https://collections.ushmm.org/search/catalog/irn598651
"Oral History , Accession Number: 1992.A.0124.97 , RG Number: RG-50.028.0097",interview: 1994 May 17,https://collections.ushmm.org/search/catalog/irn508835
"Oral History , Accession Number: 2013.59.1 , RG Number: RG-50.106.0205",interview: 2013 May 02,https://collections.ushmm.org/search/catalog/irn58520
"Oral History , Accession Number: 1990.354.1 , RG Number: RG-50.030.0169",interview: 1990 February 22,https://collections.ushmm.org/search/catalog/irn504672
"Oral History , RG Number: RG-50.030.0112",interview: 1991 July 01,https://collections.ushmm.org/search/catalog/irn504606
"Oral History , Accession Number: 2000.37 , RG Number: RG-50.106.0131",interview: 2000 February 27,https://collections.ushmm.org/search/catalog/irn506642
"Oral History , Accession Number: 2004.481 , RG Number: RG-50.030.0488",interview: 2004 September 09,https://collections.ushmm.org/search/catalog/irn515580
"Oral History , Accession Number: 1995.A.1269.14 , RG Number: RG-50.470.0014",interview: 1995 February 14,https://collections.ushmm.org/search/catalog/irn511059
"Oral History , RG Number: RG-50.030.0232",interview: 1991 September 30,https://collections.ushmm.org/search/catalog/irn506754
"Oral History , Accession Number: 1992.A.0128.107 , RG Number: RG-50.165.0107",interview: 1990 March 22,https://collections.ushmm.org/search/catalog/irn511327
"Oral History , Accession Number: 1992.A.0128.34 , RG Number: RG-50.165.0034",interview: 1989 August 20,https://collections.ushmm.org/search/catalog/irn511262
"Oral History , Accession Number: 1992.A.0126.16 , RG Number: RG-50.156.0016",interview: 1982 October 20,https://collections.ushmm.org/search/catalog/irn510670
"Oral History , Accession Number: 1992.A.0127.11 , RG Number: RG-50.154.0011",interview: 1987 June 02,https://collections.ushmm.org/search/catalog/irn510732
"Oral History , Accession Number: 2019.154.36 , RG Number: RG-90.008.0036",interview: 1998 June 06,https://collections.ushmm.org/search/catalog/irn693775
"Oral History , Accession Number: 1999.A.0122.543 , RG Number: RG-50.477.0543",interview: 1994 January 14,https://collections.ushmm.org/search/catalog/irn512442
"Oral History , Accession Number: 2000.371 , RG Number: RG-50.106.0135",interview: 2000 October 24,https://collections.ushmm.org/search/catalog/irn508316
"Oral History , RG Number: RG-50.030.0287",interview: 1994 September 21,https://collections.ushmm.org/search/catalog/irn504772
"Oral History , Accession Number: 1990.393.1 , RG Number: RG-50.030.0089",interview: 1990 May 22,https://collections.ushmm.org/search/catalog/irn504584
"Oral History , Accession Number: 1997.A.0441.40 , RG Number: RG-50.462.0040",interview: 1982 February 28,https://collections.ushmm.org/search/catalog/irn508660
"Oral History , Accession Number: 1994.A.0441 , RG Number: RG-50.030.0019",interview: 1994 May 31,https://collections.ushmm.org/search/catalog/irn504443
"Oral History , Accession Number: 2001.137.18 , RG Number: RG-50.010.0018",interview: 1979 September 01,https://collections.ushmm.org/search/catalog/irn508887
"Oral History , RG Number: RG-50.999.0567",interview: 2016 June 16,https://collections.ushmm.org/search/catalog/irn598680
"Oral History , Accession Number: 1999.A.0026 , RG Number: RG-50.549.02.0036",interview: 1999 January 22,https://collections.ushmm.org/search/catalog/irn506696
"Oral History , Accession Number: 2017.215.3 , RG Number: RG-50.977.0003",interview: 2012 December,https://collections.ushmm.org/search/catalog/irn561520
"Oral History , Accession Number: 1999.A.0122.616 , RG Number: RG-50.477.0616",interview: 1990 August 21,https://collections.ushmm.org/search/catalog/irn514569
"Oral History , RG Number: RG-50.030.0295",interview: 1994 July 28,https://collections.ushmm.org/search/catalog/irn504791
"Oral History , RG Number: RG-50.030.0426",interview: 1996 February 12,https://collections.ushmm.org/search/catalog/irn504897
"Oral History , RG Number: RG-50.030.0201",interview: 1990 October 10,https://collections.ushmm.org/search/catalog/irn504695
"Oral History , RG Number: RG-50.030.0159",interview: 1990 October 25,https://collections.ushmm.org/search/catalog/irn504653
"Oral History , Accession Number: 2016.273.1 , RG Number: RG-50.030.0894",interview: 2016 August 24,https://collections.ushmm.org/search/catalog/irn547007
"Oral History , Accession Number: 1990.444.1 , RG Number: RG-50.030.0133",interview: 1990 January 19,https://collections.ushmm.org/search/catalog/irn504627
"Oral History , RG Number: RG-50.030.0139",interview: 1993 January 28,https://collections.ushmm.org/search/catalog/irn504633
"Oral History , Accession Number: 2012.222.1 , RG Number: RG-50.030.0671",interview: 2012 August 30,https://collections.ushmm.org/search/catalog/irn47856
"Oral History , Accession Number: 1996.A.0416 , RG Number: RG-50.030.0374",interview: 1996 July 29,https://collections.ushmm.org/search/catalog/irn504867
"Oral History , Accession Number: 1990.344.1 , RG Number: RG-50.030.0042",interview: 1990 February 06,https://collections.ushmm.org/search/catalog/irn506766
"Oral History , Accession Number: 1990.504.1 , RG Number: RG-50.401.0001",interview: 1990 April 17,https://collections.ushmm.org/search/catalog/irn520430
"Oral History , Accession Number: 1992.A.0128.117 , RG Number: RG-50.165.0117",interview: 1989 April 24,https://collections.ushmm.org/search/catalog/irn511335
"Oral History , Accession Number: 1992.A.0128.84 , RG Number: RG-50.165.0084",interview: 1989 July 25,https://collections.ushmm.org/search/catalog/irn511306
"Oral History , Accession Number: 1994.A.0453.9 , RG Number: RG-50.164.0009",interview: 1992 July 03,https://collections.ushmm.org/search/catalog/irn511197
"Oral History , RG Number: RG-50.148.0013",interview: 1972,https://collections.ushmm.org/search/catalog/irn510183
"Oral History , RG Number: RG-50.999.0543",interview: 2016 March 30,https://collections.ushmm.org/search/catalog/irn598656
"Oral History , Accession Number: 2022.9.35 , RG Number: RG-90.217.0035",Unknown,https://collections.ushmm.org/search/catalog/irn734876
"Oral History , RG Number: RG-50.999.0672",interview: 2018 August 08,https://collections.ushmm.org/search/catalog/irn706936
"Oral History , RG Number: RG-50.999.0654",interview: 2018 June 07,https://collections.ushmm.org/search/catalog/irn706918
"Oral History , Accession Number: 1998.A.0186 , RG Number: RG-50.549.02.0022",interview: 1998 September 23,https://collections.ushmm.org/search/catalog/irn506759
"Oral History , Accession Number: 1998.A.0110 , RG Number: RG-50.549.02.0016",interview: 1998 June 04,https://collections.ushmm.org/search/catalog/irn506646
"Oral History , RG Number: RG-50.030.0063",interview: 1994 March 24,https://collections.ushmm.org/search/catalog/irn504559
"Oral History , Accession Number: 1999.A.0122.1017 , RG Number: RG-50.477.1017",interview: 1992 February 25,https://collections.ushmm.org/search/catalog/irn517078
"Oral History , Accession Number: 1999.A.0122.590 , RG Number: RG-50.477.0590",interview: 1990 June 20,https://collections.ushmm.org/search/catalog/irn513118
"Oral History , Accession Number: 1999.A.0122.1351 , RG Number: RG-50.477.1351",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47630
"Oral History , Accession Number: 2001.136 , RG Number: RG-50.106.0139",interview: 2001 February 21,https://collections.ushmm.org/search/catalog/irn508462
"Oral History , RG Number: RG-50.030.0291",interview: 1994 September 26,https://collections.ushmm.org/search/catalog/irn504787
"Oral History , RG Number: RG-50.030.0424",interview: 1995 December 16,https://collections.ushmm.org/search/catalog/irn504889
"Oral History , Accession Number: 1992.A.0125.23 , RG Number: RG-50.233.0023",interview: 1992 January 18,https://collections.ushmm.org/search/catalog/irn509101
"Oral History , Accession Number: 2015.73.1 , RG Number: RG-50.106.0239",interview: 2015 February 09,https://collections.ushmm.org/search/catalog/irn607947
"Oral History , Accession Number: 2003.255 , RG Number: RG-50.562.0001",interview: 2003 October 17,https://collections.ushmm.org/search/catalog/irn514241
"Oral History , Accession Number: 1994.A.0439 , RG Number: RG-50.106.0011",interview: 1994 December 18,https://collections.ushmm.org/search/catalog/irn504433
"Oral History , RG Number: RG-50.030.0150",interview: 1990 October 16,https://collections.ushmm.org/search/catalog/irn504644
"Oral History , Accession Number: 1992.A.0128.118 , RG Number: RG-50.165.0118",interview: 1990 February 15,https://collections.ushmm.org/search/catalog/irn511336
"Oral History , Accession Number: 1992.A.0128.18 , RG Number: RG-50.165.0018",Unknown,https://collections.ushmm.org/search/catalog/irn511240
"Oral History , Accession Number: 1995.A.1284.17 , RG Number: RG-50.147.0017",interview: 1983 January 19,https://collections.ushmm.org/search/catalog/irn510770
"Oral History , Accession Number: 2009.265 , RG Number: RG-50.106.0175",interview: 2009 September 03,https://collections.ushmm.org/search/catalog/irn39026
"Oral History , Accession Number: 2001.137.33 , RG Number: RG-50.010.0033",interview: 1983 January 29,https://collections.ushmm.org/search/catalog/irn508902
"Oral History , Accession Number: 2020.210.15 , RG Number: RG-90.121.0015",interview: 2014,https://collections.ushmm.org/search/catalog/irn716120
"Oral History , RG Number: RG-50.999.0700",interview: 2019 June 12,https://collections.ushmm.org/search/catalog/irn713266
"Oral History , Accession Number: 2020.210.57 , RG Number: RG-90.121.0057",interview: 2014,https://collections.ushmm.org/search/catalog/irn716162
"Oral History , Accession Number: 2020.255.1 , RG Number: RG-90.143.0001",interview: 2010 April 09,https://collections.ushmm.org/search/catalog/irn724655
"Oral History , Accession Number: 1997.A.0434 , RG Number: RG-50.549.02.0003",interview: 1997 June 12,https://collections.ushmm.org/search/catalog/irn506735
"Oral History , Accession Number: 1992.A.0126.2 , RG Number: RG-50.156.0002",interview: 1982,https://collections.ushmm.org/search/catalog/irn510653
"Oral History , Accession Number: 1999.A.0122.816 , RG Number: RG-50.477.0816",interview: 1990 May 15interview: 1990 June 14interview: 1990 July 24,https://collections.ushmm.org/search/catalog/irn515856
"Oral History , Accession Number: 1999.A.0122.1361 , RG Number: RG-50.477.1361",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47655
"Oral History , Accession Number: 1992.A.0125.58 , RG Number: RG-50.233.0058",interview: 1992 April 03,https://collections.ushmm.org/search/catalog/irn509140
"Oral History , RG Number: RG-50.549.01.0005",interview: 1995 November 28,https://collections.ushmm.org/search/catalog/irn506778
"Oral History , RG Number: RG-50.030.0360",interview: 1995 November 08,https://collections.ushmm.org/search/catalog/irn504853
"Oral History , Accession Number: 1990.408.1 , RG Number: RG-50.030.0030",interview: 1990 June 11,https://collections.ushmm.org/search/catalog/irn504535
"Oral History , Accession Number: 2004.372 , RG Number: RG-50.030.0487",interview: 2004 July 01,https://collections.ushmm.org/search/catalog/irn515272
"Oral History , Accession Number: 2013.349.1 , RG Number: RG-50.030.0737",interview: 2014 June 20,https://collections.ushmm.org/search/catalog/irn76711
"Oral History , Accession Number: 1992.A.0125.116 , RG Number: RG-50.233.0116",interview: 1992 August 06,https://collections.ushmm.org/search/catalog/irn509198
"Oral History , Accession Number: 1995.A.1269.8 , RG Number: RG-50.470.0008",interview: 1995 February 14,https://collections.ushmm.org/search/catalog/irn511053
