identifiers,date,page
"Oral History , Accession Number: 1999.A.0122.1334 , RG Number: RG-50.477.1334",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47607
"Oral History , RG Number: RG-50.030.0026",interview: 1992 June 25,https://collections.ushmm.org/search/catalog/irn504533
"Oral History , RG Number: RG-50.030.0164",interview: 1991 April 09,https://collections.ushmm.org/search/catalog/irn504667
"Oral History , Accession Number: 1989.H.341 , RG Number: RG-50.106.0009",interview: 1994 August 12,https://collections.ushmm.org/search/catalog/irn504431
"Oral History , RG Number: RG-50.030.0245",interview: 1990 October 23,https://collections.ushmm.org/search/catalog/irn504729
"Oral History , Accession Number: 1997.A.0441.6 , RG Number: RG-50.462.0006",interview: 1982 March 10,https://collections.ushmm.org/search/catalog/irn508627
"Oral History , Accession Number: 1995.A.1286.37 , RG Number: RG-50.405.0037",interview: 1990 July 09,https://collections.ushmm.org/search/catalog/irn511686
"Oral History , Accession Number: 1995.A.1257.5 , RG Number: RG-50.322.0005",interview: 1978 June 04,https://collections.ushmm.org/search/catalog/irn510457
"Oral History , Accession Number: 1990.481.22 , RG Number: RG-50.062.0022",interview: 1989 June 21,https://collections.ushmm.org/search/catalog/irn511098
"Oral History , Accession Number: 1989.228.41 , RG Number: RG-50.060.0041",Unknown,https://collections.ushmm.org/search/catalog/irn512527
"Oral History , Accession Number: 2010.251 , RG Number: RG-50.030.0587",interview: 2010 September 16,https://collections.ushmm.org/search/catalog/irn42019
"Oral History , Accession Number: 2001.137.65 , RG Number: RG-50.010.0065",interview: 1980 August 07,https://collections.ushmm.org/search/catalog/irn508934
"Oral History , RG Number: RG-50.999.0596",interview: 2017 April 27,https://collections.ushmm.org/search/catalog/irn598709
"Oral History , Accession Number: 2020.210.21 , RG Number: RG-90.121.0021",Unknown,https://collections.ushmm.org/search/catalog/irn716126
"Oral History , RG Number: RG-50.999.0716",interview: 2019 August 07,https://collections.ushmm.org/search/catalog/irn713282
"Oral History , Accession Number: 2000.41 , RG Number: RG-50.549.02.0064",interview: 2000 March 03,https://collections.ushmm.org/search/catalog/irn506716
"Oral History , RG Number: RG-50.344.0009",interview: 1995 July 15,https://collections.ushmm.org/search/catalog/irn513377
"Oral History , Accession Number: 1999.A.0122.835 , RG Number: RG-50.477.0835",interview: 1991 March 19,https://collections.ushmm.org/search/catalog/irn515893
"Oral History , Accession Number: 1999.A.0122.771 , RG Number: RG-50.477.0771",interview: 1990 November 15interview: 1991 February 28interview: 1991 April 17interview: 1991 July 24,https://collections.ushmm.org/search/catalog/irn515718
"Oral History , Accession Number: 1999.A.0122.80 , RG Number: RG-50.477.0080",interview: 1992 July 15,https://collections.ushmm.org/search/catalog/irn507751
"Oral History , Accession Number: 1999.A.0122.1431 , RG Number: RG-50.477.1431",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47721
"Oral History , Accession Number: 1990.429.1 , RG Number: RG-50.030.0008",interview: 1990 July 18,https://collections.ushmm.org/search/catalog/irn504526
"Oral History , Accession Number: 2015.439.1 , RG Number: RG-50.030.0859",interview: 2015 December 12,https://collections.ushmm.org/search/catalog/irn531225
"Oral History , Accession Number: 1992.A.0125.34 , RG Number: RG-50.233.0034",Unknown,https://collections.ushmm.org/search/catalog/irn509116
"Oral History , Accession Number: 1992.A.0125.37 , RG Number: RG-50.233.0037",interview: 1992 June 02,https://collections.ushmm.org/search/catalog/irn509119
"Oral History , Accession Number: 1998.A.0176 , RG Number: RG-50.106.0109",interview: 1998 August 15,https://collections.ushmm.org/search/catalog/irn506673
"Oral History , Accession Number: 1990.414.1 , RG Number: RG-50.030.0241",interview: 1990 June 25,https://collections.ushmm.org/search/catalog/irn506767
"Oral History , Accession Number: 2010.85 , RG Number: RG-50.030.0567",interview: 2010 March 01,https://collections.ushmm.org/search/catalog/irn41517
"Oral History , Accession Number: 2019.154.20 , RG Number: RG-90.008.0020",interview: 1993 November 14,https://collections.ushmm.org/search/catalog/irn693803
"Oral History , Accession Number: 2010.496.2 , RG Number: RG-50.579.0002",undated:,https://collections.ushmm.org/search/catalog/irn44485
"Oral History , Accession Number: 1997.A.0382.6 , RG Number: RG-50.469.0006",interview: 1997 May 15,https://collections.ushmm.org/search/catalog/irn513722
"Oral History , Accession Number: 1997.A.0444.3 , RG Number: RG-50.467.0003",interview: 1995 July 14,https://collections.ushmm.org/search/catalog/irn513236
"Oral History , Accession Number: 2015.24.1 , RG Number: RG-50.030.0789",interview: 2015 January 21,https://collections.ushmm.org/search/catalog/irn96023
"Oral History , Accession Number: 1999.A.0122.864 , RG Number: RG-50.477.0864",interview: 1993 May 05interview: 1994 March 18,https://collections.ushmm.org/search/catalog/irn515933
"Oral History , Accession Number: 1999.A.0122.886 , RG Number: RG-50.477.0886",interview: 1990 December 13,https://collections.ushmm.org/search/catalog/irn515985
"Oral History , Accession Number: 2007.206 , RG Number: RG-50.106.0171",interview: 2001 January 10,https://collections.ushmm.org/search/catalog/irn519093
"Oral History , Accession Number: 2012.211.1 , RG Number: RG-50.106.0200",interview: 2012 August 22,https://collections.ushmm.org/search/catalog/irn47800
"Oral History , Accession Number: 2016.157.1 , RG Number: RG-50.030.0620",interview: 2011 April 08,https://collections.ushmm.org/search/catalog/irn43284
"Oral History , Accession Number: 2013.89.1 , RG Number: RG-50.030.0706",interview: 2013 May 04,https://collections.ushmm.org/search/catalog/irn59203
"Oral History , Accession Number: 2015.385.1 , RG Number: RG-50.106.0244",interview: 2015 May 15,https://collections.ushmm.org/search/catalog/irn185374
"Oral History , Accession Number: 1995.A.1257.31 , RG Number: RG-50.322.0031",interview: 1979 January 09,https://collections.ushmm.org/search/catalog/irn510485
"Oral History , Accession Number: 1989.228.25 , RG Number: RG-50.060.0025",interview: 1989 August 30,https://collections.ushmm.org/search/catalog/irn512511
"Oral History , Accession Number: 1991.A.0118.5 , RG Number: RG-50.050.0005",Unknown,https://collections.ushmm.org/search/catalog/irn512476
"Oral History , Accession Number: 1999.A.0025 , RG Number: RG-50.549.02.0034",interview: 1999 January 19,https://collections.ushmm.org/search/catalog/irn506700
"Oral History , Accession Number: 1992.A.0126.34 , RG Number: RG-50.156.0034",interview: 1983 February 21,https://collections.ushmm.org/search/catalog/irn510688
"Oral History , Accession Number: 1999.A.0122.549 , RG Number: RG-50.477.0549",interview: 1990 February 24,https://collections.ushmm.org/search/catalog/irn513038
"Oral History , RG Number: RG-50.030.0272",interview: 1995 August 23,https://collections.ushmm.org/search/catalog/irn504756
"Oral History , Accession Number: 2014.10.1 , RG Number: RG-50.106.0219",interview: 2014 February 20,https://collections.ushmm.org/search/catalog/irn77219
"Oral History , Accession Number: 1992.A.0125.101 , RG Number: RG-50.233.0101",interview: 1992 March,https://collections.ushmm.org/search/catalog/irn509183
"Oral History , RG Number: RG-50.030.0235",interview: 1991 September 27,https://collections.ushmm.org/search/catalog/irn504724
"Oral History , Accession Number: 1989.A.0329 , RG Number: RG-50.030.0240",interview: 1989 July 14,https://collections.ushmm.org/search/catalog/irn504722
"Oral History , Accession Number: 1997.A.0441.29 , RG Number: RG-50.462.0029",interview: 1987 December 23,https://collections.ushmm.org/search/catalog/irn508649
"Oral History , Accession Number: 1997.A.0441.37 , RG Number: RG-50.462.0037",interview: 1989 July 06,https://collections.ushmm.org/search/catalog/irn508657
"Oral History , Accession Number: 2001.137.52 , RG Number: RG-50.010.0052",interview: 1980 October 16,https://collections.ushmm.org/search/catalog/irn508921
"Oral History , RG Number: RG-50.999.0449",interview: 2013 August 08,https://collections.ushmm.org/search/catalog/irn598562
"Oral History , Accession Number: 1998.A.0063 , RG Number: RG-50.030.0386",interview: 1998 January 28,https://collections.ushmm.org/search/catalog/irn505917
"Oral History , Accession Number: 1999.A.0122.952 , RG Number: RG-50.477.0952",interview: 1989 November 15,https://collections.ushmm.org/search/catalog/irn517000
"Oral History , Accession Number: 1999.A.0122.971 , RG Number: RG-50.477.0971",interview: 1991 February 26,https://collections.ushmm.org/search/catalog/irn517019
"Oral History , Accession Number: 1999.A.0122.316 , RG Number: RG-50.477.0316",interview: 1990 November 06interview: 1990 December 11,https://collections.ushmm.org/search/catalog/irn509554
"Film , Accession Number: 1996.166 , RG Number: RG-60.5020 , Film ID: 3254, 3255, 3256, 3257, 3258","Event: November 15?, 1978Production: 1985",https://collections.ushmm.org/search/catalog/irn1002779
"Oral History , Accession Number: 1992.A.0125.66 , RG Number: RG-50.233.0066",interview: 1991 December 09,https://collections.ushmm.org/search/catalog/irn509149
"Oral History , Accession Number: 1996.A.0357 , RG Number: RG-50.549.01.0014",interview: 1996 July 26,https://collections.ushmm.org/search/catalog/irn504917
"Oral History , Accession Number: 1996.A.0456.5 , RG Number: RG-50.429.0005",interview: 1996 May 20,https://collections.ushmm.org/search/catalog/irn504456
"Oral History , Accession Number: 1994.A.0447.15 , RG Number: RG-50.042.0015",interview: 1992 March 13,https://collections.ushmm.org/search/catalog/irn507375
"Oral History , Accession Number: 2016.83.6 , RG Number: RG-50.920.0006",Unknown,https://collections.ushmm.org/search/catalog/irn538184
"Oral History , Accession Number: 2016.60.1 , RG Number: RG-50.030.0873",interview: 2016 January 12,https://collections.ushmm.org/search/catalog/irn533039
"Oral History , Accession Number: 2013.55.1 , RG Number: RG-50.030.0684",interview: 2013 February 15,https://collections.ushmm.org/search/catalog/irn54249
"Oral History , Accession Number: 2013.79.1 , RG Number: RG-50.030.0696",interview: 2013 May 05,https://collections.ushmm.org/search/catalog/irn59193
"Oral History , Accession Number: 1992.A.0126.56 , RG Number: RG-50.156.0056",interview: 1983 June 02,https://collections.ushmm.org/search/catalog/irn510710
"Oral History , Accession Number: 2010.457 , RG Number: RG-50.030.0618",interview: 2010 October 13,https://collections.ushmm.org/search/catalog/irn42965
"Oral History , RG Number: RG-50.999.0472",interview: 2014 May 29,https://collections.ushmm.org/search/catalog/irn598585
"Oral History , RG Number: RG-50.999.0686",interview: 2019 April 24,https://collections.ushmm.org/search/catalog/irn713252
"Oral History , Accession Number: 1999.A.0122.726 , RG Number: RG-50.477.0726",interview: 1990 December 19,https://collections.ushmm.org/search/catalog/irn515417
"Oral History , Accession Number: 1999.A.0122.1243 , RG Number: RG-50.477.1243",interview: 1988 October 29,https://collections.ushmm.org/search/catalog/irn45979
"Oral History , Accession Number: 1999.A.0122.1227 , RG Number: RG-50.477.1227",interview: 1984 August 16,https://collections.ushmm.org/search/catalog/irn45960
"Oral History , Accession Number: 1999.A.0122.1149 , RG Number: RG-50.477.1149",interview: 1991 April 16,https://collections.ushmm.org/search/catalog/irn42305
"Oral History , Accession Number: 1996.A.0467 , RG Number: RG-50.549.01.0018",interview: 1996 August 17,https://collections.ushmm.org/search/catalog/irn504922
"Oral History , Accession Number: 1997.A.0430 , RG Number: RG-50.030.0444",interview: 1997 August 27,https://collections.ushmm.org/search/catalog/irn506742
"Oral History , Accession Number: 1997.A.0428 , RG Number: RG-50.106.0077",interview: 1997 September 08,https://collections.ushmm.org/search/catalog/irn507574
"Oral History , RG Number: RG-50.030.0327",interview: 1995 May 16,https://collections.ushmm.org/search/catalog/irn504821
"Oral History , Accession Number: 1990.360.1 , RG Number: RG-50.030.0109",interview: 1990 March 13,https://collections.ushmm.org/search/catalog/irn504603
"Oral History , Accession Number: 1992.A.0125.115 , RG Number: RG-50.233.0115",interview: 1992 February 12,https://collections.ushmm.org/search/catalog/irn509197
"Oral History , Accession Number: 2016.155.1 , RG Number: RG-50.106.0236",interview: 2014 December 15,https://collections.ushmm.org/search/catalog/irn94880
"Oral History , Accession Number: 1992.A.0128.103 , RG Number: RG-50.165.0103",interview: 1990 January 25,https://collections.ushmm.org/search/catalog/irn511323
"Oral History , Accession Number: 1992.A.0128.31 , RG Number: RG-50.165.0031",interview: 1989 May 21,https://collections.ushmm.org/search/catalog/irn511259
"Oral History , Accession Number: 1992.A.0128.33 , RG Number: RG-50.165.0033",interview: 1990 June 12,https://collections.ushmm.org/search/catalog/irn511261
"Oral History , Accession Number: 1995.A.1284.5 , RG Number: RG-50.147.0005",interview: 1983 May 19,https://collections.ushmm.org/search/catalog/irn510761
"Oral History , Accession Number: 1992.A.0124.113 , RG Number: RG-50.028.0113",interview: 1996 December 21,https://collections.ushmm.org/search/catalog/irn508857
"Oral History , Accession Number: 2001.137.11 , RG Number: RG-50.010.0011",interview: 1979 December 18,https://collections.ushmm.org/search/catalog/irn508880
"Oral History , Accession Number: 2015.19.1 , RG Number: RG-50.030.0784",interview: 2015 January 25,https://collections.ushmm.org/search/catalog/irn96012
"Oral History , Accession Number: 1999.A.0122.781 , RG Number: RG-50.477.0781",interview: 1990 March 31,https://collections.ushmm.org/search/catalog/irn515729
"Oral History , Accession Number: 1993.A.0089.21 , RG Number: RG-50.155.0021",interview: 1983 February 04,https://collections.ushmm.org/search/catalog/irn508484
"Oral History , Accession Number: 1993.A.0089.3 , RG Number: RG-50.155.0003",interview: approximately 1984 July 08publication/distribution: approximately,https://collections.ushmm.org/search/catalog/irn504414
"Oral History , Accession Number: 1999.A.0122.1304 , RG Number: RG-50.477.1304",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47576
"Oral History , Accession Number: 2011.50 , RG Number: RG-50.106.0187",interview: 2011 February 27,https://collections.ushmm.org/search/catalog/irn42888
"Oral History , RG Number: RG-50.030.0200",interview: 1990 October 10,https://collections.ushmm.org/search/catalog/irn504694
"Oral History , Accession Number: 1996.A.0560 , RG Number: RG-50.106.0055",interview: 1996 November 22,https://collections.ushmm.org/search/catalog/irn507553
"Oral History , Accession Number: 2003.254 , RG Number: RG-50.562.0002",interview: 2003 October 24,https://collections.ushmm.org/search/catalog/irn514242
"Oral History , Accession Number: 1997.A.0441.31 , RG Number: RG-50.462.0031",interview: 1985 March 18interview: 1985 April 02,https://collections.ushmm.org/search/catalog/irn508651
"Oral History , Accession Number: 1997.A.0441.51 , RG Number: RG-50.462.0051",interview: 1989 July 18,https://collections.ushmm.org/search/catalog/irn508671
"Oral History , RG Number: RG-50.447.0013",interview: 1990 September,https://collections.ushmm.org/search/catalog/irn513739
"Oral History , Accession Number: 1995.A.1286.47 , RG Number: RG-50.405.0047",interview: 1990 December 12,https://collections.ushmm.org/search/catalog/irn511696
"Oral History , Accession Number: 1992.A.0128.56 , RG Number: RG-50.165.0056",interview: 1989 December 13,https://collections.ushmm.org/search/catalog/irn511281
"Oral History , RG Number: RG-50.148.0006",interview: 1972,https://collections.ushmm.org/search/catalog/irn510176
"Oral History , RG Number: RG-50.999.0550",interview: 2017 April 20,https://collections.ushmm.org/search/catalog/irn598663
"Oral History , RG Number: RG-50.999.0489",interview: 2014 July 30,https://collections.ushmm.org/search/catalog/irn598602
"Oral History , RG Number: RG-50.999.0454",interview: 2014 March 27,https://collections.ushmm.org/search/catalog/irn598567
"Oral History , Accession Number: 2022.9.17 , RG Number: RG-90.217.0017",Unknown,https://collections.ushmm.org/search/catalog/irn734858
"Oral History , Accession Number: 2020.210.63 , RG Number: RG-90.121.0063",interview: 2012,https://collections.ushmm.org/search/catalog/irn716168
"Oral History , Accession Number: 1992.A.0126.4 , RG Number: RG-50.156.0004",interview: 1984 August 13,https://collections.ushmm.org/search/catalog/irn510655
"Oral History , Accession Number: 2003.177 , RG Number: RG-50.030.0475",interview: 2003 June 24interview: 2003 July 08,https://collections.ushmm.org/search/catalog/irn513271
"Oral History , Accession Number: 1993.A.0089.25 , RG Number: RG-50.155.0025",interview: 1997 June 16,https://collections.ushmm.org/search/catalog/irn508488
"Oral History , Accession Number: 1999.A.0122.1452 , RG Number: RG-50.477.1452",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47725
"Oral History , Accession Number: 1999.A.0122.1399 , RG Number: RG-50.477.1399",interview: 1993 July 29,https://collections.ushmm.org/search/catalog/irn47693
"Oral History , Accession Number: 1999.A.0122.1403 , RG Number: RG-50.477.1403",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47697
"Oral History , Accession Number: 1999.A.0122.1288 , RG Number: RG-50.477.1288",interview: 1985 June 01,https://collections.ushmm.org/search/catalog/irn46026
"Oral History , Accession Number: 1999.A.0122.1261 , RG Number: RG-50.477.1261",interview: 1986 June 01,https://collections.ushmm.org/search/catalog/irn45998
"Oral History , Accession Number: 2001.29 , RG Number: RG-50.030.0411",interview: 2001 February 21,https://collections.ushmm.org/search/catalog/irn508479
"Oral History , Accession Number: 2005.66 , RG Number: RG-50.106.0165",interview: 2005 February 14,https://collections.ushmm.org/search/catalog/irn516539
"Oral History , Accession Number: 2005.85 , RG Number: RG-50.030.0494",interview: 2005 March 25,https://collections.ushmm.org/search/catalog/irn516733
"Oral History , RG Number: RG-50.030.0086",interview: 1990 November 27,https://collections.ushmm.org/search/catalog/irn504581
"Oral History , Accession Number: 1995.A.1257.16 , RG Number: RG-50.322.0016",interview: 1984 August 13,https://collections.ushmm.org/search/catalog/irn510470
"Oral History , Accession Number: 1992.A.0128.86 , RG Number: RG-50.165.0086",interview: 1989 December 18,https://collections.ushmm.org/search/catalog/irn511308
"Oral History , Accession Number: 1992.A.0127.18 , RG Number: RG-50.154.0018",interview: 1986 April 16,https://collections.ushmm.org/search/catalog/irn510742
"Oral History , Accession Number: 1993.A.0094.21 , RG Number: RG-50.150.0021",Unknown,https://collections.ushmm.org/search/catalog/irn510624
"Oral History , Accession Number: 1995.A.1285.16 , RG Number: RG-50.149.0016",interview: 1986 October 31,https://collections.ushmm.org/search/catalog/irn510824
"Oral History , Accession Number: 2019.154.5 , RG Number: RG-90.008.0005",interview: 1994 June 25,https://collections.ushmm.org/search/catalog/irn693772
"Oral History , RG Number: RG-50.999.0530",interview: 2015 July 16,https://collections.ushmm.org/search/catalog/irn598643
"Oral History , RG Number: RG-50.999.0422",interview: 2013 May 08,https://collections.ushmm.org/search/catalog/irn598535
"Oral History , RG Number: RG-50.999.0434",interview: 2013 June 19,https://collections.ushmm.org/search/catalog/irn598547
"Oral History , Accession Number: 1999.A.0037.5 , RG Number: RG-50.479.0005",interview: 1987 May 09,https://collections.ushmm.org/search/catalog/irn513659
"Oral History , Accession Number: 2019.443.2 , RG Number: RG-90.105.0002",interview: 2015 August 12,https://collections.ushmm.org/search/catalog/irn712028
"Oral History , Accession Number: 1992.A.0126.43 , RG Number: RG-50.156.0043",interview: 1986 November 25,https://collections.ushmm.org/search/catalog/irn510697
"Oral History , Accession Number: 1999.A.0122.754 , RG Number: RG-50.477.0754",interview: 1990 December 12interview: 1991 March 20interview: 1991 May 22interview: 1991 July 23,https://collections.ushmm.org/search/catalog/irn515677
"Oral History , Accession Number: 1999.A.0122.770 , RG Number: RG-50.477.0770",interview: 1990 July 18,https://collections.ushmm.org/search/catalog/irn515714
"Oral History , Accession Number: 1999.A.0122.561 , RG Number: RG-50.477.0561",interview: 1990 August 16,https://collections.ushmm.org/search/catalog/irn513068
"Oral History , Accession Number: 1999.A.0122.1456 , RG Number: RG-50.477.1456",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47711
"Oral History , Accession Number: 1995.A.1284.9 , RG Number: RG-50.147.0009",interview: 1983 May 12,https://collections.ushmm.org/search/catalog/irn84137
"Oral History , RG Number: RG-50.030.0312",interview: 1995 May 12,https://collections.ushmm.org/search/catalog/irn504807
"Oral History , Accession Number: 1994.A.0447.18 , RG Number: RG-50.042.0018",interview: 1992 February 26,https://collections.ushmm.org/search/catalog/irn505571
"Oral History , Accession Number: 2014.341.1 , RG Number: RG-50.030.0772",interview: 2014 November 21,https://collections.ushmm.org/search/catalog/irn90100
"Oral History , Accession Number: 1989.A.0352 , RG Number: RG-50.030.0246",interview: 1989 November 14,https://collections.ushmm.org/search/catalog/irn504730
"Oral History , Accession Number: 1994.A.0453.6 , RG Number: RG-50.164.0006",interview: 1992 June 09,https://collections.ushmm.org/search/catalog/irn511195
"Oral History , Accession Number: 1992.A.0127.24 , RG Number: RG-50.154.0024",interview: 1987 June 08,https://collections.ushmm.org/search/catalog/irn510753
"Oral History , Accession Number: 2010.351 , RG Number: RG-50.030.0608",interview: 2010 October 14,https://collections.ushmm.org/search/catalog/irn42272
"Oral History , Accession Number: 2008.376 , RG Number: RG-50.030.0549",interview: 2008 November 10,https://collections.ushmm.org/search/catalog/irn41499
"Oral History , RG Number: RG-50.999.0579",interview: 2016 July 28,https://collections.ushmm.org/search/catalog/irn598692
"Oral History , RG Number: RG-50.999.0599",interview: 2017 May 10,https://collections.ushmm.org/search/catalog/irn598712
"Oral History , RG Number: RG-50.999.0607",interview: 2017 June 07,https://collections.ushmm.org/search/catalog/irn598720
"Oral History , RG Number: RG-50.999.0521",interview: 2015 June 17,https://collections.ushmm.org/search/catalog/irn598634
"Oral History , RG Number: RG-50.999.0561",interview: 2016 May 26,https://collections.ushmm.org/search/catalog/irn598674
"Oral History , RG Number: RG-50.999.0469",interview: 2014 May 21,https://collections.ushmm.org/search/catalog/irn598582
"Oral History , RG Number: RG-50.999.0462",interview: 2014 April 24,https://collections.ushmm.org/search/catalog/irn598575
"Oral History , Accession Number: 2020.210.43 , RG Number: RG-90.121.0043",interview: 2013,https://collections.ushmm.org/search/catalog/irn716148
"Oral History , Accession Number: 2020.255.4 , RG Number: RG-90.143.0004",interview: 2010 May 15,https://collections.ushmm.org/search/catalog/irn724628
"Oral History , Accession Number: 1997.A.0387.6 , RG Number: RG-50.468.0006",interview: 1997 July 11,https://collections.ushmm.org/search/catalog/irn505926
"Oral History , RG Number: RG-50.030.0058",interview: 1989 November 06,https://collections.ushmm.org/search/catalog/irn504555
"Oral History , Accession Number: 2003.45.1 , RG Number: RG-50.030.0474",interview: 2003 January 28,https://collections.ushmm.org/search/catalog/irn512891
"Oral History , Accession Number: 1999.A.0122.758 , RG Number: RG-50.477.0758",interview: 1990 February 24,https://collections.ushmm.org/search/catalog/irn515686
"Oral History , Accession Number: 2011.133 , RG Number: RG-50.030.0628",interview: 2011 July 06,https://collections.ushmm.org/search/catalog/irn43897
"Oral History , Accession Number: 1999.A.0066 , RG Number: RG-50.106.0114",interview: 1999 April 06,https://collections.ushmm.org/search/catalog/irn506626
"Oral History , Accession Number: 1995.A.1276 , RG Number: RG-50.106.0122",interview: 1993 October 19,https://collections.ushmm.org/search/catalog/irn506634
"Oral History , Accession Number: 2007.530.1 , RG Number: RG-50.924.0003",interview: 2007 December 11,https://collections.ushmm.org/search/catalog/irn557887
"Oral History , Accession Number: 1997.A.0441.118 , RG Number: RG-50.462.0118",interview: 1994 October 14,https://collections.ushmm.org/search/catalog/irn515643
"Oral History , Accession Number: 1996.A.0027 Duplicate 1 , RG Number: RG-50.411.0001",interview: 1970 April 22,https://collections.ushmm.org/search/catalog/irn504407
"Oral History , Accession Number: 2010.25 , RG Number: RG-50.030.0570",interview: 2010 March 02,https://collections.ushmm.org/search/catalog/irn41520
"Oral History , Accession Number: 2010.205 , RG Number: RG-50.030.0583",interview: 2010 August 24,https://collections.ushmm.org/search/catalog/irn41865
"Oral History , RG Number: RG-50.999.0531",interview: 2015 July 22,https://collections.ushmm.org/search/catalog/irn598644
"Oral History , RG Number: RG-50.999.0497",interview: 2015 March 25,https://collections.ushmm.org/search/catalog/irn598610
"Oral History , Accession Number: 2020.255.3 , RG Number: RG-90.143.0003",interview: 2009 December 15,https://collections.ushmm.org/search/catalog/irn724639
"Oral History , Accession Number: 1999.A.0122.399 , RG Number: RG-50.477.0399",interview: 1989 November 15interview: 1990 Aprilinterview: 1996 January 15,https://collections.ushmm.org/search/catalog/irn511712
"Oral History , RG Number: RG-50.030.0270",interview: 1994 September 12,https://collections.ushmm.org/search/catalog/irn504754
"Oral History , RG Number: RG-50.030.0189",interview: 1991 April 28interview: 1992 May 11,https://collections.ushmm.org/search/catalog/irn504685
"Oral History , Accession Number: 1999.A.0137.6 , RG Number: RG-50.549.05.0006",interview: 1999 August 17,https://collections.ushmm.org/search/catalog/irn508256
"Oral History , Accession Number: 1996.A.0446 , RG Number: RG-50.030.0379",interview: 1996 September 17,https://collections.ushmm.org/search/catalog/irn504872
"Oral History , Accession Number: 1997.A.0441.97 , RG Number: RG-50.462.0097",interview: 1984 April 05,https://collections.ushmm.org/search/catalog/irn508738
"Oral History , Accession Number: 2001.137.1 , RG Number: RG-50.010.0001",interview: 1978 December 10,https://collections.ushmm.org/search/catalog/irn508870
"Oral History , Accession Number: 2019.154.24 , RG Number: RG-90.008.0024",interview: 1993 November 14,https://collections.ushmm.org/search/catalog/irn693799
"Oral History , RG Number: RG-50.999.0510",interview: 2015 May 07,https://collections.ushmm.org/search/catalog/irn598623
"Oral History , Accession Number: 2022.9.6 , RG Number: RG-90.217.0006",Unknown,https://collections.ushmm.org/search/catalog/irn734847
"Oral History , Accession Number: 1999.A.0122.809 , RG Number: RG-50.477.0809",interview: 1990 August 14,https://collections.ushmm.org/search/catalog/irn515846
"Oral History , Accession Number: 1999.A.0122.1346 , RG Number: RG-50.477.1346",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47625
"Oral History , Accession Number: 2013.78.1 , RG Number: RG-50.030.0695",interview: 2013 May 03,https://collections.ushmm.org/search/catalog/irn59190
"Oral History , Accession Number: 2004.303 , RG Number: RG-50.030.0486",interview: 2004 June 24,https://collections.ushmm.org/search/catalog/irn515153
"Oral History , Accession Number: 1998.A.0119.9 , RG Number: RG-50.471.0009",interview: 1997 June 02,https://collections.ushmm.org/search/catalog/irn511026
"Oral History , Accession Number: 2020.170.1 , RG Number: RG-90.142.0001",undated:,https://collections.ushmm.org/search/catalog/irn722271
"Oral History , Accession Number: 1997.A.0441.101 , RG Number: RG-50.462.0101",interview: 1990 November 29,https://collections.ushmm.org/search/catalog/irn515619
"Oral History , Accession Number: 1997.A.0441.28 , RG Number: RG-50.462.0028",interview: 1982 November 10,https://collections.ushmm.org/search/catalog/irn508648
"Oral History , RG Number: RG-50.447.0010",interview: 1991 July 31,https://collections.ushmm.org/search/catalog/irn513736
"Oral History , RG Number: RG-50.999.0678",interview: 2019 March 27,https://collections.ushmm.org/search/catalog/irn713244
"Oral History , Accession Number: 2020.210.47 , RG Number: RG-90.121.0047",Unknown,https://collections.ushmm.org/search/catalog/irn716152
"Oral History , Accession Number: 2020.255.16 , RG Number: RG-90.143.0016",interview: 2009 December 03,https://collections.ushmm.org/search/catalog/irn724638
"Oral History , Accession Number: 1989.H.0363 , RG Number: RG-50.030.0045",interview: 1989 December 28,https://collections.ushmm.org/search/catalog/irn504545
"Oral History , Accession Number: 1998.A.0064 , RG Number: RG-50.030.0387",interview: 1998 April 08,https://collections.ushmm.org/search/catalog/irn505918
"Oral History , Accession Number: 1999.A.0122.1429 , RG Number: RG-50.477.1429",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47704
"Oral History , Accession Number: 1999.A.0122.1470 , RG Number: RG-50.477.1470",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47732
"Oral History , Accession Number: 1999.A.0122.1245 , RG Number: RG-50.477.1245",interview: 1984 February 10,https://collections.ushmm.org/search/catalog/irn45981
"Oral History , Accession Number: 1990.407.1 , RG Number: RG-50.030.0029",interview: 1990 June 11,https://collections.ushmm.org/search/catalog/irn504458
"Oral History , RG Number: RG-50.030.0258",interview: 1994 August 10,https://collections.ushmm.org/search/catalog/irn504752
"Oral History , Accession Number: 2004.506 , RG Number: RG-50.562.0006",interview: 2004 September 10,https://collections.ushmm.org/search/catalog/irn515830
"Oral History , Accession Number: 2021.45.1 , RG Number: RG-50.030.1105",interview: 2021 May 19,https://collections.ushmm.org/search/catalog/irn724090
"Oral History , Accession Number: 1990.353.1 , RG Number: RG-50.030.0162",interview: 1990 February 20,https://collections.ushmm.org/search/catalog/irn504665
"Oral History , Accession Number: 2015.440.1 , RG Number: RG-50.030.0858",interview: 2015 December 12,https://collections.ushmm.org/search/catalog/irn531222
